City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Nador,MA,35.174,-2.9287,68.25,64,40,4.61,scattered clouds
349,Minnedosa,CA,50.2453,-99.8436,27.16,93,35,6.35,scattered clouds
350,Fairbanks,US,64.8378,-147.7164,37.4,63,0,0.0,clear sky
351,Palmas De Monte Alto,BR,-14.2672,-43.1619,69.33,61,37,4.56,scattered clouds
352,Ballina,AU,-28.8667,153.5667,64.78,96,100,1.14,overcast clouds
353,Santiago De Chuco,PE,-8.15,-78.1833,47.41,84,26,3.56,scattered clouds
354,Manoel Urbano,BR,-8.8389,-69.2597,71.22,99,100,2.3,overcast clouds
355,Waddan,LY,29.1614,16.139,74.79,28,0,1.61,clear sky
356,Boca Do Acre,BR,-8.7522,-67.3978,71.22,99,100,2.64,overcast clouds
357,Revelstoke,CA,50.9832,-118.2023,50.02,57,100,6.91,overcast clouds
358,East London,ZA,-33.0153,27.9116,79.74,38,0,3.44,clear sky
359,Pevek,RU,69.7008,170.3133,27.23,79,99,4.21,overcast clouds
360,Kalabo,ZM,-14.97,22.6814,76.33,41,1,8.59,clear sky
361,Clyde River,CA,70.4692,-68.5914,8.83,85,100,18.41,light snow
362,Johi,PK,26.6921,67.6133,109.4,10,0,21.39,clear sky
363,Poyarkovo,RU,49.6,128.6833,48.13,35,5,8.08,clear sky
364,Sabang,ID,5.8933,95.3214,78.66,92,100,20.65,overcast clouds
365,Anloga,GH,5.7947,0.8973,84.49,73,100,8.66,overcast clouds
366,Luebo,CD,-5.35,21.4167,87.73,49,65,4.63,broken clouds
367,Fare,PF,-16.7,-151.0167,81.14,76,85,10.04,overcast clouds
368,Cochabamba,BO,-17.3895,-66.1568,54.81,72,62,0.0,broken clouds
369,Aginskoye,RU,51.1,114.53,71.26,26,98,11.74,overcast clouds
370,Yuxia,CN,34.0615,108.6291,84.81,27,19,3.15,few clouds
371,Riyadh,SA,24.6877,46.7219,93.34,10,0,3.78,clear sky
372,Northam,GB,51.0333,-4.2167,57.38,84,100,1.77,overcast clouds
373,Bandarbeyla,SO,9.4942,50.8122,89.87,65,84,18.86,broken clouds
374,Katsuura,JP,35.1333,140.3,56.93,71,8,10.69,clear sky
375,Abancay,PE,-13.6339,-72.8814,58.1,90,100,2.53,overcast clouds
376,Roald,NO,62.5833,6.1333,43.32,65,40,3.44,scattered clouds
377,Hervey Bay,AU,-25.2986,152.8535,69.03,84,6,8.99,clear sky
378,Wawa,NG,9.9022,4.4192,92.07,46,100,4.09,overcast clouds
379,Isangel,VU,-19.55,169.2667,80.71,83,0,6.91,clear sky
380,Saint Anthony,US,45.0205,-93.218,44.92,75,100,8.05,overcast clouds
381,Ambilobe,MG,-13.2,49.05,88.95,51,10,1.03,clear sky
382,Fortuna,US,40.5982,-124.1573,49.66,84,100,10.36,overcast clouds
383,Krasnokholm,RU,51.5979,54.1567,58.95,28,87,6.91,overcast clouds
384,Dunedin,NZ,-45.8742,170.5036,55.8,90,11,3.91,few clouds
385,Chapleau,CA,47.8405,-83.4034,35.58,98,100,4.21,overcast clouds
386,Yurgamysh,RU,55.3714,64.4656,54.57,39,86,10.2,overcast clouds
387,Igrim,RU,63.1906,64.4162,41.22,78,41,10.49,scattered clouds
388,Uyovu,TZ,-3.2833,31.5258,75.2,64,100,7.18,overcast clouds
389,Athabasca,CA,54.7169,-113.2854,34.21,97,100,5.41,overcast clouds
390,Shieli,KZ,44.1667,66.75,82.26,38,89,10.6,overcast clouds
391,Hutchinson,US,38.0608,-97.9298,42.75,90,100,17.27,overcast clouds
392,Mahebourg,MU,-20.4081,57.7,82.26,78,40,11.5,scattered clouds
393,Aklavik,CA,68.2191,-135.0107,26.6,93,100,9.22,fog
394,Ponta Delgada,PT,37.7333,-25.6667,67.5,77,75,4.61,broken clouds
395,Belyy Yar,RU,53.6039,91.3903,64.85,17,0,15.66,clear sky
396,Port Lincoln,AU,-34.7333,135.8667,62.13,71,83,15.84,broken clouds
397,Palasa,IN,18.7667,84.4167,87.6,69,9,15.9,clear sky
398,Neulengbach,AT,48.1974,15.9022,73.4,60,8,3.0,clear sky
399,Saldanha,ZA,-33.0117,17.9442,73.45,73,2,11.14,clear sky
400,Koumac,NC,-20.5667,164.2833,75.52,87,0,7.74,clear sky
401,Kot Radha Kishan,PK,31.1725,74.0997,96.91,9,8,16.13,clear sky
402,Springhill,US,33.006,-93.4668,64.29,97,91,4.0,moderate rain
403,Dingle,PH,10.9995,122.6711,80.74,75,85,7.56,overcast clouds
404,Chutove,UA,49.7104,35.1603,63.09,41,23,8.23,few clouds
405,Ivdel,RU,60.6911,60.4206,48.69,51,99,9.84,overcast clouds
406,Zaysan,KZ,47.4667,84.8667,56.14,89,100,5.14,light rain
407,Waipawa,NZ,-41.4122,175.5153,53.83,90,36,2.51,scattered clouds
408,Hambantota,LK,6.1241,81.1185,91.74,75,75,10.36,light rain
409,Rio Grande,BR,-32.035,-52.0986,58.95,75,100,17.85,overcast clouds
410,Charters Towers,AU,-20.1,146.2667,73.76,71,99,8.23,overcast clouds
411,Yugorsk,RU,61.3133,63.3319,45.75,44,67,10.09,broken clouds
412,San Quintin,MX,30.4833,-115.95,58.87,76,100,7.49,overcast clouds
413,Olafsvik,IS,64.8945,-23.7142,35.49,97,100,23.2,light rain
414,Seoul,KR,37.5683,126.9778,65.8,29,0,10.36,clear sky
415,Madang,PG,-5.2246,145.7966,78.42,89,89,1.61,overcast clouds
416,Rabo De Peixe,PT,37.8,-25.5833,66.27,77,75,4.61,broken clouds
417,Khandbari,NP,27.3747,87.2039,80.6,47,65,6.13,broken clouds
418,Kahului,US,20.8947,-156.47,74.84,90,100,7.0,overcast clouds
419,Marsh Harbour,BS,26.5412,-77.0636,75.18,82,100,16.22,overcast clouds
420,Srandakan,ID,-7.9386,110.2506,81.73,85,99,12.28,light rain
421,Inhambane,MZ,-23.865,35.3833,76.73,69,26,7.74,light rain
422,Muisne,EC,0.6,-80.0333,76.35,90,95,5.12,overcast clouds
423,Guerrero Negro,MX,27.9769,-114.0611,58.5,83,100,10.96,overcast clouds
424,Kirakira,SB,-10.4544,161.9205,80.78,79,100,2.53,overcast clouds
425,Yueyang,CN,29.3333,113.0919,76.95,49,96,4.47,overcast clouds
426,Sugod,PH,12.987,124.0805,81.0,78,97,10.42,overcast clouds
427,Ihosy,MG,-22.4,46.1167,75.78,57,34,9.44,scattered clouds
428,Taoudenni,ML,22.6783,-3.9836,93.6,10,21,12.26,few clouds
429,Taltal,CL,-25.4,-70.4833,59.49,70,1,3.83,clear sky
430,Zaoyang,CN,32.1272,112.7542,77.11,46,15,8.88,few clouds
431,Husavik,IS,66.0449,-17.3389,35.15,96,100,6.71,light snow
432,Nabire,ID,-3.3667,135.4833,79.68,87,26,0.65,scattered clouds
433,Penukonda,IN,14.0833,77.5833,98.82,21,85,8.16,overcast clouds
434,Muros,ES,42.7762,-9.0603,62.69,66,7,13.96,clear sky
435,Vila Velha,BR,-20.3297,-40.2925,71.94,88,40,3.44,scattered clouds
436,Tommot,RU,58.9564,126.2925,32.49,76,100,7.02,overcast clouds
437,Makat,KZ,47.6469,53.3463,66.76,31,100,8.41,overcast clouds
438,Alice,US,27.7523,-98.0697,76.57,94,40,8.05,scattered clouds
439,Jalu,LY,29.0331,21.5482,75.7,37,0,10.76,clear sky
440,Port Macquarie,AU,-31.4333,152.9167,61.9,80,0,2.91,clear sky
441,Ferrol,ES,43.4832,-8.2369,57.24,89,50,15.95,scattered clouds
442,Singaraja,ID,-8.112,115.0882,82.65,78,97,1.05,overcast clouds
443,Santa Cruz Cabralia,BR,-16.2781,-39.0247,71.83,94,20,4.61,few clouds
444,Kembe,CF,4.6228,21.8865,90.03,44,75,7.34,broken clouds
445,Ponnani,IN,10.767,75.9252,90.72,67,94,11.63,overcast clouds
446,Portobelo,PA,9.55,-79.65,78.12,87,71,3.71,broken clouds
447,Sangar,RU,63.9242,127.4739,28.45,83,90,1.48,overcast clouds
448,Turtas,RU,58.9417,69.1325,46.51,30,99,10.2,overcast clouds
449,Changji,CN,44.0167,87.3167,97.59,8,0,11.18,clear sky
450,Suntar,RU,62.1444,117.6319,36.61,60,100,12.06,overcast clouds
451,Saint-Pierre,RE,-21.3393,55.4781,82.08,69,75,13.8,broken clouds
452,Yarmouth,US,41.7057,-70.2286,48.54,96,100,13.0,light rain
453,Sterlibashevo,RU,53.4376,55.2578,55.22,32,25,7.0,scattered clouds
454,Sfantu Gheorghe,RO,45.8667,25.7833,62.82,47,100,2.26,overcast clouds
455,Tuzah,TN,35.6354,10.8273,69.46,60,20,10.36,few clouds
456,Sorong,ID,-0.8833,131.25,83.34,75,32,4.18,scattered clouds
457,Nyurba,RU,63.2842,118.3319,36.61,69,91,10.09,overcast clouds
458,Opuwo,NA,-18.0607,13.84,78.55,35,21,16.75,few clouds
459,Bac Lieu,VN,9.285,105.7244,85.1,70,98,11.65,overcast clouds
460,Fresnillo,MX,23.1667,-102.8833,56.23,21,79,7.38,broken clouds
461,Koupela,BF,12.1794,-0.3517,94.17,37,87,11.83,overcast clouds
462,Kieta,PG,-6.2167,155.6333,80.47,81,98,1.19,overcast clouds
463,Tevaitoa,PF,-16.7833,-151.5,81.23,75,77,10.71,broken clouds
464,Nacala,MZ,-14.5428,40.6728,83.8,56,31,12.57,scattered clouds
465,San Patricio,US,28.017,-97.5169,79.84,79,58,14.99,broken clouds
466,Russkiy Aktash,RU,55.0384,52.1214,57.92,35,67,14.72,broken clouds
467,Mujiayingzi,CN,42.1167,118.7833,79.77,11,37,6.26,scattered clouds
468,Russell,US,32.3502,-85.1999,65.8,88,90,4.34,overcast clouds
469,Waslala,NI,13.2333,-85.3833,70.59,97,81,3.04,broken clouds
470,Hirara,JP,24.8,125.2833,69.91,74,100,25.21,overcast clouds
471,Puerto Baquerizo Moreno,EC,-0.9,-89.6,70.18,91,58,7.16,broken clouds
472,Penarroya-Pueblonuevo,ES,38.3,-5.2667,57.72,66,95,3.49,overcast clouds
473,Dabola,GN,10.75,-11.1167,75.11,81,100,0.58,overcast clouds
474,Port-Gentil,GA,-0.7193,8.7815,87.76,74,40,8.05,scattered clouds
475,Agadez,NE,19.75,10.25,92.88,13,6,3.38,clear sky
476,Kidal,ML,18.4411,1.4078,91.09,9,5,9.19,clear sky
477,Ransang,PH,8.9603,117.5828,82.31,79,95,1.79,overcast clouds
478,Moorhead,US,46.8739,-96.7676,38.98,84,100,4.61,overcast clouds
479,Si Racha,TH,13.1737,100.9311,85.03,54,86,14.38,overcast clouds
480,Kavieng,PG,-2.5744,150.7967,83.25,77,73,7.11,broken clouds
481,Nishihara,JP,26.1842,127.7558,72.68,53,75,13.8,broken clouds
482,Rechitsy,RU,55.5978,38.4639,62.98,53,100,14.74,overcast clouds
483,Japura,ID,-0.3167,102.35,86.04,72,100,2.37,overcast clouds
484,Guayaramerin,BO,-10.8368,-65.3614,71.46,98,96,2.62,overcast clouds
485,Ornskoldsvik,SE,63.2909,18.7153,40.15,38,0,17.27,clear sky
486,Bangor,GB,54.6534,-5.669,53.11,83,100,2.3,overcast clouds
487,Morondava,MG,-20.2833,44.2833,80.96,51,3,5.64,clear sky
488,Farkhor,TJ,37.4922,69.4036,89.74,30,86,4.7,overcast clouds
489,Buin,CL,-33.7333,-70.75,57.06,44,0,1.88,clear sky
490,Kapoeta,SS,4.7717,33.5903,89.49,41,69,10.65,broken clouds
491,Carnduff,CA,49.1667,-101.8009,31.37,89,18,8.97,few clouds
492,Owando,CG,-0.4819,15.8999,84.63,70,72,2.62,light rain
493,Gorazde,BA,43.6669,18.9764,61.77,51,99,3.18,overcast clouds
494,Calabozo,VE,8.9242,-67.4293,78.04,68,19,7.4,few clouds
495,Istok,XK,42.7808,20.4875,55.94,72,95,2.62,overcast clouds
496,Samana,DO,19.2056,-69.3369,75.45,88,93,10.58,overcast clouds
497,Grenville,GD,12.1167,-61.6167,79.0,82,20,16.24,few clouds
498,Aksu,CN,41.1231,80.2644,85.98,9,59,9.19,broken clouds
499,El Fuerte,MX,26.4189,-108.6194,71.91,42,66,0.85,broken clouds
500,Itacarambi,BR,-15.1022,-44.0919,70.38,57,19,0.49,few clouds
501,San Miguel,SV,13.4833,-88.1833,77.07,89,38,1.25,scattered clouds
502,Liuzhou,CN,24.3126,109.3892,76.1,48,39,6.58,scattered clouds
503,Juba,SS,4.8517,31.5825,81.91,64,94,4.07,overcast clouds
504,Severnyy,RU,50.677,36.5532,64.44,32,0,8.95,clear sky
505,Hamilton,US,39.1834,-84.5333,62.26,82,100,12.66,light rain
506,Azangaro,PE,-14.9167,-70.2167,37.09,83,88,2.57,overcast clouds
507,Pochutla,MX,15.7432,-96.4661,74.82,68,4,1.54,clear sky
508,Mzimba,MW,-11.9,33.6,67.98,68,71,6.53,broken clouds
509,Aksarka,RU,66.5606,67.7975,31.93,90,94,16.64,overcast clouds
510,Terre Haute,US,39.4667,-87.4139,59.97,85,100,1.99,light rain
511,Nemuro,JP,43.3236,145.575,40.32,94,98,5.46,light rain
512,Henties Bay,NA,-22.116,14.2845,84.99,33,0,9.95,clear sky
513,Wildomar,US,33.5989,-117.28,58.15,82,100,4.0,overcast clouds
514,Almeirim,BR,-1.5233,-52.5817,73.08,98,100,0.56,overcast clouds
515,Rovaniemi,FI,66.5,25.7167,33.21,59,75,14.97,light snow
516,Sakakah,SA,29.9697,40.2064,93.38,8,3,12.75,clear sky
517,Hanumangarh,IN,29.5833,74.3167,105.66,8,45,15.3,scattered clouds
518,Mega,ET,4.05,38.3,68.77,68,98,13.13,light rain
519,Korgen,NO,66.0771,13.8153,37.18,83,99,7.63,overcast clouds
520,Codrington,AU,-38.2667,141.9667,63.54,53,0,15.1,clear sky
521,Haverfordwest,GB,51.8017,-4.9691,59.05,72,100,1.99,overcast clouds
522,Kuryk,KZ,43.2,51.65,67.84,31,98,13.04,overcast clouds
523,Nsanje,MW,-16.92,35.262,81.55,52,76,5.84,broken clouds
524,Golden,US,39.7555,-105.2211,40.77,91,100,1.01,mist
525,Silver City,US,32.7701,-108.2803,55.31,30,0,11.5,clear sky
526,Jamshedpur,IN,22.8,86.1833,95.04,33,41,10.58,scattered clouds
527,Lompoc,US,34.6391,-120.4579,49.62,78,0,18.01,clear sky
528,Filadelfia,US,39.9523,-75.1638,55.78,88,78,4.0,broken clouds
529,Beloha,MG,-25.1667,45.05,80.49,39,0,10.33,clear sky
530,Mosquera,CO,4.7059,-74.2302,46.49,93,10,4.61,clear sky
531,Troitsko-Pechorsk,RU,62.7084,56.1964,43.79,82,100,14.0,overcast clouds
532,Salalah,OM,17.0151,54.0924,92.03,52,23,13.0,few clouds
533,Kayerkan,RU,69.3497,87.7602,19.53,92,68,4.34,broken clouds
534,Voh,NC,-20.9667,164.7,72.66,93,1,1.99,clear sky
535,Shirokiy,RU,49.758,129.523,45.93,37,3,9.04,clear sky
536,Alta Gracia,AR,-31.6529,-64.4283,41.88,69,0,2.8,clear sky
537,Lethem,GY,3.3803,-59.7968,76.53,77,95,8.7,overcast clouds
538,Isabela,PH,6.7085,121.9711,82.26,80,72,1.81,broken clouds
539,Kiama,AU,-34.6833,150.8667,66.99,79,0,5.99,clear sky
540,Cap-Aux-Meules,CA,47.3821,-61.8597,39.38,88,100,9.57,overcast clouds
541,Volos,GR,39.3667,22.9458,66.04,55,94,8.14,overcast clouds
542,Suzdal,RU,56.4281,40.4414,57.4,50,100,17.36,overcast clouds
543,Washougal,US,45.5826,-122.3534,49.86,91,100,3.44,overcast clouds
544,Pamekasan,ID,-7.1568,113.4746,82.65,78,85,10.31,overcast clouds
545,Mizdah,LY,31.4451,12.9801,75.29,23,0,5.08,clear sky
546,Pampa,US,35.5362,-100.9599,41.04,81,100,16.11,overcast clouds
547,Oksfjord,NO,70.2396,22.3479,32.0,62,100,13.4,light snow
548,Prainha,BR,-1.8,-53.48,71.83,98,82,0.58,broken clouds
549,Tamana,JP,32.9167,130.5667,63.72,54,53,4.85,broken clouds
550,Upata,VE,8.0086,-62.3989,72.19,92,28,4.0,scattered clouds
551,Pacific Grove,US,36.6177,-121.9166,49.55,80,0,3.0,clear sky
552,Morada Nova,BR,-5.1067,-38.3725,75.72,90,66,7.02,broken clouds
553,Aurad,IN,18.25,77.4333,106.16,12,12,7.81,few clouds
554,Ler,SS,8.3018,30.1418,94.96,34,100,10.56,overcast clouds
555,Gamba,GA,-2.65,10.0,85.37,69,43,5.61,scattered clouds
556,Ahipara,NZ,-35.1667,173.1667,58.06,85,93,6.64,overcast clouds
557,Ecoporanga,BR,-18.3733,-40.8306,69.28,87,22,1.07,few clouds
558,Lagoa,PT,39.05,-27.9833,60.73,89,100,10.13,overcast clouds
559,Sibolga,ID,1.7427,98.7792,80.2,87,100,2.62,moderate rain
560,Kralendijk,BQ,12.15,-68.2667,79.72,86,76,25.14,broken clouds
561,Baykit,RU,61.67,96.37,36.86,81,100,10.33,light rain
562,Lasa,IT,46.6166,10.7002,62.69,85,100,2.57,overcast clouds
563,San Francisco Del Mar,MX,16.2333,-94.65,82.33,73,25,4.41,scattered clouds
564,Casino,AU,-28.8667,153.05,64.56,95,86,2.15,overcast clouds
565,Egvekinot,RU,66.3167,-179.1667,8.37,70,37,9.62,scattered clouds
566,Nidadavole,IN,16.9167,81.6667,104.31,32,3,15.28,clear sky
567,Oranjemund,NA,-28.55,16.4333,65.86,61,62,11.99,broken clouds
568,Saint-Augustin,CA,51.226,-58.6502,35.85,88,100,6.49,overcast clouds
569,Obo,CF,5.3998,26.4869,84.27,52,96,5.55,overcast clouds
570,Polyarnyy,RU,69.1989,33.4478,29.75,61,100,22.57,overcast clouds
571,Hay River,CA,60.8156,-115.7999,33.62,83,100,10.54,overcast clouds
572,Hanzhong,CN,33.0728,107.0303,77.05,42,66,3.71,broken clouds
573,Jumla,NP,29.2747,82.1838,66.6,60,41,6.71,scattered clouds
574,Towada,JP,40.6127,141.2067,52.21,68,38,10.8,scattered clouds
575,Manono,CD,-7.3,27.4167,83.35,54,47,9.06,scattered clouds
576,Buala,SB,-8.145,159.5921,81.28,75,46,3.91,scattered clouds
577,Igarka,RU,67.4667,86.5833,27.34,68,73,9.48,broken clouds
578,Ixtapa,MX,20.7,-105.2,68.07,55,100,2.19,overcast clouds
579,Thai Binh,VN,20.45,106.3333,76.05,55,10,11.83,clear sky
580,Mildura,AU,-34.2,142.15,62.94,41,31,9.6,scattered clouds
581,Weyburn,CA,49.6668,-103.8511,38.1,76,71,12.91,broken clouds
582,Kemijarvi,FI,66.7131,27.4306,34.38,62,99,16.35,overcast clouds
583,Ucluelet,CA,48.9329,-125.5528,48.09,88,95,5.01,overcast clouds
584,Monduli,TZ,-3.3,36.45,66.13,75,99,8.57,overcast clouds
585,Yei,SS,4.095,30.6779,85.32,50,62,5.53,light rain
586,Nicolet,CA,46.2168,-72.6158,49.86,98,100,6.91,mist
587,Lugovoy,KZ,42.9472,72.7644,76.82,47,100,4.5,overcast clouds
588,Madison,US,34.7334,-86.5667,69.6,93,0,18.01,clear sky
589,Xuanhua,CN,40.6103,115.0447,82.17,8,27,19.17,scattered clouds
590,Mossendjo,CG,-2.9506,12.7261,85.73,57,28,3.65,scattered clouds
591,Sept-Iles,CA,50.2001,-66.3821,34.05,69,66,1.99,broken clouds
592,Miguel Hidalgo,MX,19.4225,-99.2028,65.59,38,75,4.61,broken clouds
593,Kutum,SD,14.2,24.6667,96.15,11,18,7.29,few clouds
594,Nola,IT,40.922,14.5329,72.05,56,29,5.99,scattered clouds
595,Tavricheskoye,RU,54.5851,73.6395,55.31,23,83,14.03,broken clouds
596,Graham,US,47.0529,-122.2943,48.02,85,100,8.05,overcast clouds
597,Voi,KE,-3.3945,38.563,84.51,47,88,12.03,overcast clouds
598,Paamiut,GL,61.994,-49.6678,30.61,70,99,4.43,overcast clouds
599,Kariba,ZW,-16.5167,28.8,76.71,45,78,3.15,broken clouds
600,Eha Amufu,NG,6.6592,7.7596,88.77,54,95,2.1,overcast clouds
601,Matelandia,BR,-25.2408,-53.9964,65.01,99,100,2.51,overcast clouds
602,Margate,GB,51.3813,1.3862,51.69,85,100,5.99,overcast clouds
603,Linfen,CN,36.0889,111.5189,82.18,14,0,11.21,clear sky
604,Pemangkat,ID,1.1667,108.9667,83.98,75,97,8.86,overcast clouds
605,Arkhangelsk,RU,64.5401,40.5433,37.51,93,100,2.24,overcast clouds
606,Kurtamysh,RU,54.9103,64.4319,57.76,32,98,10.83,overcast clouds
607,Esperantinopolis,BR,-4.8667,-44.7083,73.51,98,95,0.92,overcast clouds
608,Palmer,US,42.1584,-72.3287,47.57,83,100,5.75,overcast clouds
609,Busayra,JO,30.7376,35.6078,84.78,11,56,15.64,broken clouds
610,Sobolevo,RU,54.4299,31.8996,57.49,53,42,15.9,scattered clouds
611,Laurel,US,39.0993,-76.8483,59.38,95,100,11.5,mist
612,Bitung,ID,1.4451,125.1824,85.05,82,97,3.4,overcast clouds
613,Konya,TR,38.1667,32.5,62.08,42,31,1.86,light rain
614,Ostrovnoy,RU,68.0531,39.5131,29.61,97,100,27.13,snow
615,Viedma,AR,-40.8135,-62.9967,49.8,59,0,16.69,clear sky
616,Puerto Del Rosario,ES,28.5004,-13.8627,67.75,64,40,16.11,scattered clouds
617,Surt,LY,31.2089,16.5887,68.61,47,0,5.35,clear sky
618,Norman Wells,CA,65.282,-126.8329,40.35,91,100,8.46,overcast clouds
619,Muroto,JP,33.2833,134.15,61.12,60,0,4.74,clear sky
620,Lumphat,KH,13.4878,106.9816,81.57,85,94,1.48,overcast clouds
621,La Ronge,CA,55.1001,-105.2842,32.22,93,100,13.8,overcast clouds
622,Itarema,BR,-2.9248,-39.9167,77.11,89,99,10.38,overcast clouds
623,Tupelo,US,34.2576,-88.7034,71.89,83,40,10.36,scattered clouds
624,Gizo,SB,-8.103,156.8419,83.48,72,10,3.11,clear sky
625,Ust-Kuyga,RU,70.0167,135.6,24.26,94,100,1.57,overcast clouds
626,Kagadi,UG,0.9606,30.7967,84.34,40,64,1.81,broken clouds
627,Veraval,IN,20.9,70.3667,87.53,68,0,14.07,clear sky
628,Kokorevka,RU,52.5872,34.2778,60.78,53,51,12.3,broken clouds
629,Soyo,AO,-6.1349,12.3689,84.2,73,13,7.0,few clouds
630,Los Llanos De Aridane,ES,28.6585,-17.9182,65.12,75,75,17.27,broken clouds
631,Constantine,DZ,36.365,6.6147,62.01,72,75,4.61,broken clouds
632,Seabra,BR,-12.4186,-41.7703,63.55,92,42,2.37,scattered clouds
633,Roudnice,CZ,50.1762,15.6517,68.45,68,0,2.3,light rain
634,General Roca,AR,-39.0333,-67.5833,50.13,47,2,7.92,clear sky
635,Bilma,NE,18.6853,12.9164,100.74,11,43,4.09,scattered clouds
636,Phan Thiet,VN,10.9333,108.1,82.78,79,100,7.81,overcast clouds
637,Fernandez,AR,-27.9204,-63.8935,46.02,82,0,4.25,clear sky
638,Goderich,CA,43.7501,-81.7165,46.9,90,99,8.72,overcast clouds
639,Te Anau,NZ,-45.4167,167.7167,48.97,87,36,1.12,scattered clouds
640,Berezovyy,RU,51.6667,135.7,37.98,98,100,6.2,overcast clouds
641,Ambon,ID,-3.6954,128.1814,89.74,66,40,5.75,scattered clouds
642,Prince Rupert,CA,54.3161,-130.3201,42.89,87,100,17.27,moderate rain
643,Sayyan,YE,15.1718,44.3244,75.33,13,0,11.18,clear sky
644,Port-Cartier,CA,50.0334,-66.8654,33.75,93,89,5.82,overcast clouds
645,Ningxiang,CN,37.34,111.2052,71.56,15,0,10.58,clear sky
646,Ust-Ishim,RU,57.6935,71.1665,48.83,35,98,9.51,overcast clouds
647,Severnoye,RU,56.3491,78.3619,49.73,21,5,14.16,clear sky
648,Ivanivka,UA,46.7208,34.553,61.52,43,55,12.06,broken clouds
649,Tiznit,MA,29.5833,-9.5,59.49,67,75,13.42,broken clouds
650,Maraa,BR,-1.8333,-65.3667,72.61,99,99,1.28,overcast clouds
651,Pompeu,BR,-19.2244,-44.9353,61.34,69,53,1.41,broken clouds
652,Gaoyou,CN,32.7858,119.4278,71.55,59,1,9.37,clear sky
653,Hirtshals,DK,57.5881,9.9592,50.31,46,43,10.63,scattered clouds
654,Udachnyy,RU,66.4167,112.4,32.58,77,100,12.95,overcast clouds
655,Saint-Francois,FR,46.4154,3.9054,62.04,59,0,3.44,clear sky
656,Lingyuan,CN,41.24,119.4011,81.09,15,31,11.83,scattered clouds
657,Moose Factory,CA,51.2585,-80.6094,41.31,97,100,6.46,overcast clouds
658,Garissa,KE,-0.4536,39.6401,87.78,47,100,23.15,overcast clouds
659,Camocim,BR,-2.9022,-40.8411,76.51,90,94,8.88,overcast clouds
660,Bongouanou,CI,6.6486,-4.1992,82.22,72,97,3.27,overcast clouds
661,Barranca,PE,-10.75,-77.7667,62.8,91,100,4.18,overcast clouds
662,Mumford,GH,5.2618,-0.759,83.86,71,97,4.88,overcast clouds
663,Moron,AR,-34.6534,-58.6198,46.96,84,0,4.72,clear sky
664,Pedernales,DO,18.0384,-71.744,77.47,67,69,4.9,broken clouds
665,Montepuez,MZ,-13.1256,38.9997,73.35,71,55,9.48,broken clouds
666,Mardin,TR,37.3131,40.7436,61.86,64,75,10.36,broken clouds
667,Cockburn Town,TC,21.4612,-71.1419,77.61,81,21,19.35,few clouds
668,Alihe,CN,50.5667,123.7167,55.24,26,68,4.14,broken clouds
669,Temir,KZ,49.1414,57.13,60.78,35,100,11.9,overcast clouds
670,Yatou,CN,37.15,122.3833,56.68,76,0,15.77,clear sky
671,Kaka,TM,37.3482,59.6143,66.69,65,100,3.4,overcast clouds
672,Neyshabur,IR,36.2133,58.7958,69.17,41,73,5.23,light rain
673,Iskateley,RU,67.6803,53.1512,32.79,100,100,9.51,light snow
674,Qaqortoq,GL,60.7167,-46.0333,34.9,84,82,1.86,broken clouds
675,Tshane,BW,-24.0196,21.8684,72.52,32,0,9.69,clear sky
676,Aykhal,RU,66.0,111.5,30.67,86,100,15.61,overcast clouds
677,Dicabisagan,PH,17.0818,122.4157,80.22,85,47,6.98,scattered clouds
678,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,73.4,94,100,1.21,overcast clouds
679,Santa Fe,AR,-31.6333,-60.7,51.03,88,66,1.99,light rain
680,Sabha,LY,27.0377,14.4283,78.28,22,0,10.51,clear sky
681,Ukhta,RU,63.5671,53.6835,42.06,86,100,13.11,overcast clouds
682,Plettenberg Bay,ZA,-34.0527,23.3716,71.69,59,100,9.62,overcast clouds
683,Sao Gabriel,BR,-30.3364,-54.32,56.89,91,100,16.26,moderate rain
684,Mitzic,GA,0.7821,11.549,86.13,56,51,2.51,broken clouds
685,Uryupinsk,RU,50.8047,42.0138,62.62,36,0,7.94,clear sky
686,Keskin,TR,39.6731,33.6136,61.05,53,79,2.71,broken clouds
687,Tibacuy,CO,4.3511,-72.4564,74.28,88,65,1.9,broken clouds
688,Leh,IN,34.1667,77.5833,55.96,33,27,3.49,scattered clouds
689,Tucuma,BR,-0.1833,-50.05,74.21,94,97,2.33,overcast clouds
690,Snezhnogorsk,RU,69.1933,33.2531,31.78,62,100,21.83,overcast clouds
691,Champerico,GT,14.3,-91.9167,81.72,79,41,6.08,scattered clouds
692,Key Largo,US,25.0865,-80.4473,77.99,67,93,14.09,overcast clouds
693,Cuiluan,CN,47.72,128.648,44.73,79,82,3.0,broken clouds
694,Portland,US,45.5234,-122.6762,49.98,90,75,4.61,broken clouds
695,Arman,RU,59.7,150.1667,34.3,86,97,5.39,overcast clouds
696,Garowe,SO,8.4054,48.4845,93.94,33,48,12.06,scattered clouds
697,Muscat,OM,23.6139,58.5922,93.22,39,0,13.38,clear sky
698,Kavaratti,IN,10.5669,72.642,85.33,70,100,15.28,overcast clouds
